Zeitpunkt des Exports,Messstellenname,ID,Messstellenart,Hoehensystem,Gelaendehoehe (in Meter HS),Filteroberkante (in Meter HS),Filterunterkante (in Meter HS),NW - Niedrigster gemessener Wasserstand [cm u. GOK],MW - Mittlerer Wasserstand [cm u. GOK],HW - Hoechster gemessener Wasserstand [cm u. GOK],NW - Niedrigster gemessener Wasserstand [m ue. NHN],MW - Mittlerer Wasserstand [m ue. NHN],HW - Hoechster gemessener Wasserstand [m ue. NHN],Bezugszeitraum Hauptwerte,MW Januar [cm uGOK],MW Februar [cm uGOK],MW Maerz [cm uGOK],MW April [cm uGOK],MW Mai [cm uGOK],MW Juni [cm uGOK],MW Juli [cm uGOK],MW August [cm uGOK],MW September [cm uGOK],MW Oktober [cm uGOK],MW November [cm uGOK],MW Dezember [cm uGOK],Grundwasserleiterkomplex,loc_id,loc_name,east_3857,north_3857,east_25833,north_25833,x,y,geometry
02.02.2026,"32392350, GÃ¼lpe, nahe Feldscheune OP",32392350,Beobachtungsrohr,NHN92,"26,9","17,2","15,2",289,221,110,"24,01","24,69","25,8",1998 / 2025,,,,,,,,,,,,,,14487,"32392350, Gülpe, nahe Feldscheune OP",1362714.37765917,6931724.11568022,313706.0,5844906.0,313706.0,5844906.0,POINT (4472428.598976255 3292663.434658535)
02.02.2026,"29370011, DÃ¼pow, an der Kirche",29370011,Beobachtungsrohr,NHN92,"35,2","28,2","26,2",565,476,373,"29,55","30,44","31,47",2001 / 2025,,,,,,,,,,,,,,15438,"29370011, Düpow, an der Kirche",1324365.11168377,6994381.83331071,292079.0,5883614.0,292079.0,5883614.0,POINT (4448167.811343586 3329778.9043605304)
02.02.2026,"31502039, Gabow, KSP 12",31502039,Beobachtungsrohr,NHN16,"3,4","-4,21","-6,21",283,239,103,"0,57","1,01","2,37",1972 / 2025,,,,,,,,,,,,,,8964,"31502039, Gabow, KSP 12",1567203.8318633,6948994.88641438,437891.0,5852176.0,437891.0,5852176.0,POINT (4595822.776745961 3308487.490997104)
02.02.2026,"42536002, Forst-Eulo",42536002,Beobachtungsrohr,NHN16,"71,81","65,4","63,4",257,206,112,"69,24","69,75","70,69",1999 / 2025,,,,,,,,,,,,,,12577,"42536002, Forst-Eulo",1627162.74792778,6755590.34126273,473566.0,5733638.0,473566.0,5733638.0,POINT (4639585.389828165 3192605.600754219)
02.02.2026,"41476553, Wildau-Wentdorf OP",41476553,Beobachtungsrohr,NHN92,"85,3","73,2","71,2",1006,916,795,"75,24","76,14","77,35",1970 / 2025,,,,,,,,,,,,,,12779,"41476553, Wildau-Wentdorf OP",1508807.67670924,6780557.04406981,400484.0,5749975.0,400484.0,5749975.0,POINT (4565547.892928071 3203904.565974866)
02.02.2026,"32512151, Altwriezener Loose",32512151,Beobachtungsrohr,NHN16,"6,5","-0,57","-1,57",486,409,317,"1,64","2,41","3,33",1972 / 2025,,,,,,,,,,,,,,9265,"32512151, Altwriezener Loose",1580215.98100343,6937360.32377756,445690.0,5845050.0,445690.0,5845050.0,POINT (4604097.9956446495 3301911.6994274706)
02.02.2026,"38404680, Schlamau, ca. 500 m nordwestl.",38404680,Beobachtungsrohr,NHN92,"154,1","79,1","75,1",5692,,5607,"97,18",,"98,03",2009 / 2025,,,,,,,,,,,,,,15068,"38404680, Schlamau, ca. 500 m nordwestl.",1384563.67216428,6824159.79212111,324635.0,5778897.0,324635.0,5778897.0,POINT (4487888.569315287 3227560.497911367)
02.02.2026,"32464601, Klosterfelde, Trafostation UP",32464601,Beobachtungsrohr,NHN92,"50,1","14,1","12,1",416,299,190,"45,94","47,11","48,2",1973 / 2025,,,,,,,,,,,,,,14234,"32464601, Klosterfelde, Trafostation UP",1500352.71614556,6943977.76100533,397356.0,5849833.0,397356.0,5849833.0,POINT (4555541.078803265 3303354.5317735113)
02.02.2026,"29490617, Sternfelde",29490617,Beobachtungsrohr,NHN92,"55,4","49,1","47,2",254,163,46,"52,86","53,77","54,94",1954 / 2025,165,156,149,142,142,148,157,165,171,175,174,171,,10144,"29490617, Sternfelde",1555150.33455436,6984779.72270464,430903.0,5873838.0,430903.0,5873838.0,POINT (4587347.522583274 3329627.3480185256)
02.02.2026,"32502105, NeukÃ¼strinchen",32502105,Beobachtungsrohr,NHN16,"4,4",,,359,300,180,"0,81","1,4","2,6",1969 / 2025,,,,,,,,,,,,,,9327,"32502105, Neuküstrinchen",1574429.32964734,6944914.3979198,442236.0,5849657.0,442236.0,5849657.0,POINT (4600332.609609318 3306272.4488609023)
02.02.2026,"35522580, Wulkow",35522580,Beobachtungsrohr,NHN16,"49,5",,,553,444,344,"43,97","45,06","46,06",1969 / 2025,,,,,,,,,,,,,,9138,"35522580, Wulkow",1611303.56449422,6873327.84893314,464255.0,5805995.0,464255.0,5805995.0,POINT (4625320.697484291 3264202.446256582)
02.02.2026,"33442430, SchÃ¶nwalde Friedhof",33442430,Beobachtungsrohr,NHN92,34,"25,2","23,2",322,272,218,"30,78","31,28","31,82",1999 / 2025,,,,,,,,,,,,,,14282,"33442430, Schönwalde Friedhof",1461551.92292542,6910597.04457192,373328.0,5830176.0,373328.0,5830176.0,POINT (4532928.8524661185 3282080.5276810755)
02.02.2026,"28410240, Schweinrich",28410240,Beobachtungsrohr,NHN92,"78,4","71,9","69,9",572,495,406,"72,68","73,45","74,34",2004 / 2025,,,,,,,,,,,,,,15172,"28410240, Schweinrich",1406417.03221159,7015221.78797156,341872.0,5894225.0,341872.0,5894225.0,POINT (4497100.62032364 3343816.356126955)
02.02.2026,"36441862, Wilhelmshorst, westl. Hubertus-/Forstweg, MP2",36441862,Beobachtungsrohr,NHN92,"50,7","-29,5","-31,5",1570,1506,1448,35,"35,64","36,22",2008 / 2025,,,,,,,,,,,,,,14798,"36441862, Wilhelmshorst, westl. Hubertus-/Forstweg, MP2",1452332.23109992,6860648.50638952,366898.0,5799926.0,366898.0,5799926.0,POINT (4528602.940448685 3251450.2094820314)
02.02.2026,"29443680, Gransee OP",29443680,Beobachtungsrohr,NHN92,"50,3","34,9","30,9",259,220,178,"47,71","48,1","48,52",2007 / 2025,,,,,,,,,,,,,,14768,"29443680, Gransee OP",1462925.41075609,6984882.54797626,375323.0,5875019.0,375323.0,5875019.0,POINT (4531810.288769235 3326967.7099296334)
02.02.2026,"26471096, Parmen UP",26471096,Beobachtungsrohr,NHN92,"97,5","49,9","47,9",1950,1802,1705,78,"79,48","80,45",1999 / 2025,,,,,,,,,,,,,,10262,"26471096, Parmen UP",1512601.21322861,7047904.38577164,406005.0,5912077.0,406005.0,5912077.0,POINT (4559843.796985716 3366071.2278162264)
02.02.2026,"38505049, Schwenow MP",38505049,Beobachtungsrohr,NHN92,"57,8","-5,7","-7,7",1555,1519,1465,"42,25","42,61","43,15",1996 / 2025,,,,,,,,,,,,,,11766,"38505049, Schwenow MP",1559641.32033754,6825122.98278163,432280.0,5776853.0,432280.0,5776853.0,POINT (4595425.548013494 3232914.949413713)
02.02.2026,"31439300, Papstthum",31439300,Beobachtungsrohr,NHN92,"38,1","33,2","31,2",352,280,200,"34,58","35,3","36,1",1973 / 2025,,,,,,,,,,,,,,14555,"31439300, Papstthum",1438972.38144376,6953940.08024841,360350.0,5856778.0,360350.0,5856778.0,POINT (4518138.158996695 3307730.944568581)
02.02.2026,"41500669, Burg",41500669,Beobachtungsrohr,NN,"53,95","53,3","52,3",124,71,7,"52,71","53,24","53,88",1954 / 2025,,,,,,,,,,,,,,9855,"41500669, Burg",1575471.53976742,6772857.47717171,441637.42,5744576.26,441637.42,5744576.26,POINT (4606979.040084133 3201337.126235493)
02.02.2026,"31464501, Liebenwalde, Sandberge",31464501,Beobachtungsrohr,NHN92,"39,8","36,4","34,4",219,148,40,"37,61","38,32","39,4",1973 / 2025,,,,,,,,,,,,,,13885,"31464501, Liebenwalde, Sandberge",1492522.20709082,6956560.64338761,392781.0,5857533.0,392781.0,5857533.0,POINT (4550442.57362182 3310723.507541508)
02.02.2026,"32502102, Wriezen",32502102,Beobachtungsrohr,NHN16,"8,9","3,39","1,39",635,555,453,"2,55","3,35","4,37",1967 / 2025,,,,,,,,,,,,,,9281,"32502102, Wriezen",1573200.05500565,6929635.04734453,441380.0,5840425.0,441380.0,5840425.0,POINT (4600117.876465624 3296998.271720742)
02.02.2026,"31512063, ZÃ¤ckericker Loose, Neub.",31512063,Beobachtungsrohr,NHN16,"3,6","-2,39","-4,39",89,12,-98,"2,71","3,48","4,58",1972 / 2025,,,,,,,,,,,,,,9163,"31512063, Zäckericker Loose, Neub.",1582893.22879092,6948464.07215347,447386.0,5851743.0,447386.0,5851743.0,POINT (4605326.5470344275 3308709.423222671)
02.02.2026,"39506107, Dollgen",39506107,Beobachtungsrohr,NHN92,52,"46,5","44,5",377,291,186,"48,23","49,09","50,14",1970 / 2025,289,285,281,276,277,280,285,288,292,295,293,293,,10712,"39506107, Dollgen",1563777.25663093,6802158.90778988,434637.77,5762717.03,434637.77,5762717.03,POINT (4598749.8815495325 3218965.9851477896)
02.02.2026,"42486014, Beesdau",42486014,Beobachtungsrohr,NHN92,"61,51","57,59","55,59",307,189,69,"58,44","59,62","60,82",1998 / 2025,,,,,,,,,,,,,,11483,"42486014, Beesdau",1528930.29735018,6763235.29383869,412737.0,5739052.0,412737.0,5739052.0,POINT (4578522.297221297 3193841.871661937)
02.02.2026,"32464606, Zehlendorf UP",32464606,Beobachtungsrohr,NHN92,"51,3","22,3","16,5",523,443,343,"46,07","46,87","47,87",2006 / 2025,,,,,,,,,,,,,,14931,"32464606, Zehlendorf UP",1492383.27252551,6943114.6527651,392517.0,5849416.0,392517.0,5849416.0,POINT (4550741.92323916 3302604.5867216843)
02.02.2026,"33470959, RÃ¶ntgental",33470959,Beobachtungsrohr,NN,"60,9","57,1","55,1",246,168,52,"58,44","59,22","60,38",1959 / 2025,,,,,,,,,,,,,,10867,"33470959, Röntgental",1506453.39201544,6918239.93814169,400734.0,5834179.0,400734.0,5834179.0,POINT (4559995.459881409 3287964.223546451)
02.02.2026,"31502037, Hohenwutzen",31502037,Beobachtungsrohr,NHN92,"3,5","-1,4","-2,4",137,75,-70,"2,13","2,75","4,2",1974 / 2025,,,,,,,,,,,,,,9813,"31502037, Hohenwutzen",1575959.64751139,6950008.38231076,443199.0,5852723.0,443199.0,5852723.0,POINT (4601080.999556895 3309399.207049553)
02.02.2026,"37501761, Wendisch Rietz OP",37501761,Beobachtungsrohr,NHN92,"41,87","32,85","30,85",251,179,72,"39,36","40,08","41,15",1979 / 2025,,,,,,,,,,,,,,11301,"37501761, Wendisch Rietz OP",1559938.6774531,6840620.72978665,432592.0,5786345.0,432592.0,5786345.0,POINT (4595083.502583 3242411.3636511024)
02.02.2026,"43546018, Jerischke OP",43546018,Beobachtungsrohr,NHN92,"139,15","116,15","114,15",2376,2253,2135,"115,39","116,62","117,8",1996 / 2025,,,,,,,,,,,,,,12001,"43546018, Jerischke OP",1639730.68717452,6729319.74088488,481299.0,5717329.0,481299.0,5717329.0,POINT (4648417.429378695 3176852.93315261)
02.02.2026,"38431560, Deutsch-Bork West",38431560,Beobachtungsrohr,NHN92,"42,4","36,9","34,9",180,109,48,"40,6","41,31","41,92",2007 / 2025,,,,,,,,,,,,,,15230,"38431560, Deutsch-Bork West",1430189.17553463,6829875.20601025,352787.0,5781489.0,352787.0,5781489.0,POINT (4515795.020582145 3232081.4914794816)
02.02.2026,"45466812, MÃ¶glenz",45466812,FeuerlÃ¶schbrunnen,NHN92,"88,1",,,191,137,33,"86,19","86,73","87,77",1986 / 2025,,,,,,,,,,,,,,11812,"45466812, Möglenz",1484543.34970408,6708309.83849787,384465.5,5705554.67,384465.5,5705554.67,POINT (4552606.343523025 3158472.2808661517)
02.02.2026,"41466509, Dahme",41466509,FeuerlÃ¶schbrunnen,NHN16,"87,1",,,361,270,173,"83,49","84,4","85,37",1979 / 2025,,,,,,,,,,,,,,9985,"41466509, Dahme",1494308.11960382,6776339.38898956,391465.0,5747560.0,391465.0,5747560.0,POINT (4556715.003005074 3200875.772391617)
02.02.2026,"41476562, Langengrassau",41476562,Beobachtungsrohr,NHN92,87,"40,9","36,9",359,296,219,"83,41","84,04","84,81",1972 / 2025,,,,,,,,,,,,,,12944,"41476562, Langengrassau",1519413.98124706,6770139.67789127,406921.0,5743422.0,406921.0,5743422.0,POINT (4572419.8198620705 3197805.1701599406)
02.02.2026,"45455001, MÃ¼hlberg",45455001,Beobachtungsrohr,NHN92,"90,1","80,1","78,1",671,558,112,"83,39","84,52","88,98",2007 / 2025,,,,,,,,,,,,,,11272,"45455001, Mühlberg",1469644.06730189,6699277.65925742,375035.88,5700153.32,375035.88,5700153.32,POINT (4543566.8760299245 3152436.8253961178)
02.02.2026,"32512169, NeulietzegÃ¶ricke",32512169,FeuerlÃ¶schbrunnen,NHN16,"6,5",,,416,351,233,"2,34","2,99","4,17",1984 / 2025,,,,,,,,,,,,,,8562,"32512169, Neulietzegöricke",1585149.43293828,6938910.61594449,448691.0,5845955.0,448691.0,5845955.0,POINT (4607029.596467745 3303021.7311374843)
02.02.2026,"30429666, Neuruppin, am Klappgraben OP",30429666,Beobachtungsrohr,NHN16,44,"36,5","34,5",198,115,24,"42,02","42,85","43,76",1969 / 2025,,,,,,,,,,,,,,14605,"30429666, Neuruppin, am Klappgraben OP",1423169.95738726,6970689.2288538,351102.0,5867160.0,351102.0,5867160.0,POINT (4508191.151028184 3317451.1884112675)
02.02.2026,"29410540, Teetz, 50 m sÃ¼dl.",29410540,Beobachtungsrohr,NHN92,"46,16",,,104,46,-25,"45,12","45,7","46,41",1969 / 2025,,,,,,,,,,,,,,13945,"29410540, Teetz, 50 m südl.",1391922.91773286,6985461.03716443,332549.0,5876666.0,332549.0,5876666.0,POINT (4489021.506514634 3325652.0904064854)
02.02.2026,"29370020, Perleberg, Wittenberger StraÃe",29370020,Beobachtungsrohr,NHN92,"31,2","25,7","23,7",441,397,340,"26,79","27,23","27,8",2001 / 2025,,,,,,,,,,,,,,15439,"29370020, Perleberg, Wittenberger Straße",1318939.37997932,6995856.94441362,288853.0,5884642.0,288853.0,5884642.0,POINT (4444878.485434959 3330580.4976722756)
02.02.2026,"26486009, Bollmannshof OP",26486009,Beobachtungsrohr,NHN92,"67,9","52,4","50,4",1162,1102,1004,"56,28","56,88","57,86",1979 / 2025,,,,,,,,,,,,,,10269,"26486009, Bollmannshof OP",1528616.45620007,7048649.97968199,415589.0,5912342.0,415589.0,5912342.0,POINT (4569388.136410357 3366998.7639886686)
02.02.2026,"36422930, Lehnin, ca. 400 m sÃ¼dl. AB",36422930,Beobachtungsrohr,NHN92,"34,8","27,2","25,2",359,320,259,"31,21","31,6","32,21",1969 / 2025,,,,,,,,,,,,,,13295,"36422930, Lehnin, ca. 400 m südl. AB",1419961.19314825,6861182.99850671,347097.0,5800827.0,347097.0,5800827.0,POINT (4508786.129692168 3250986.8034743504)
02.02.2026,"29350020, Cumlosen, nordwestl. OP",29350020,Beobachtungsrohr,NHN92,"20,7","-15,3","-19,3",440,332,65,"16,3","17,38","20,05",2001 / 2025,,,,,,,,,,,,,,14027,"29350020, Cumlosen, nordwestl. OP",1297308.39202581,6990216.13857648,275681.0,5881846.0,275681.0,5881846.0,POINT (4431935.117086938 3326877.964157473)
02.02.2026,"32399974, Kietz, L17",32399974,Beobachtungsrohr,NHN16,27,15,13,397,281,167,"23,03","24,19","25,33",1951 / 2025,,,,,,,,,,,,,,17204,"32399974, Kietz, L17",1370376.58892308,6938291.40497616,318502.0,5848702.0,318502.0,5848702.0,POINT (4476949.736484767 3296781.840740245)
02.02.2026,"29360017, Wittenberge Nord",29360017,Beobachtungsrohr,NHN92,"23,2","16,7","14,7",389,259,151,"19,31","20,61","21,69",1973 / 2025,,,,,,,,,,,,,,14120,"29360017, Wittenberge Nord",1308556.4787754,6988715.37851491,282412.0,5880633.0,282412.0,5880633.0,POINT (4438733.003409944 3326135.099556506)
02.02.2026,"40476206, ZÃ¼tzen",40476206,Beobachtungsrohr,NHN16,"61,3","54,3","50,3",500,432,341,"56,3","56,98","57,89",1970 / 2025,,,,,,,,,,,,,,10957,"40476206, Zützen",1518021.31612401,6790576.61214544,406295.0,5756039.0,406295.0,5756039.0,POINT (4570929.574137917 3210355.6983871735)
02.02.2026,"33475010, Zepernick",33475010,Beobachtungsrohr,NN,62,56,54,259,181,104,"59,41","60,19","60,96",1999 / 2025,,,,,,,,,,,,,,10853,"33475010, Zepernick",1506191.08150306,6920344.28719898,400600.61,5835457.72,400600.61,5835457.72,POINT (4559773.886222494 3289231.252668625)
02.02.2026,"38470301, TÃ¶pchin OP",38470301,Beobachtungsrohr,NHN92,"38,2","27,4","25,4",229,181,133,"35,91","36,39","36,87",1977 / 2025,,,,,,,,,,,,,,10662,"38470301, Töpchin OP",1513660.18210425,6831844.74824832,404092.0,5781439.0,404092.0,5781439.0,POINT (4566985.520432559 3235556.6604336714)
02.02.2026,"39431452, Bardenitz Nord MP",39431452,Beobachtungsrohr,NHN92,"50,9","-10,1","-12,1",148,107,33,"49,42","49,83","50,57",1977 / 2025,,,,,,,,,,,,,,13862,"39431452, Bardenitz Nord MP",1441355.72989399,6817939.99076955,359440.0,5773971.0,359440.0,5773971.0,POINT (4522949.683877386 3225036.3579678927)
02.02.2026,"37451332, Wietstock SÃ¼d UP",37451332,Beobachtungsrohr,NHN16,"39,2","-22,4","-24,4",314,247,66,"36,06","36,73","38,54",2005 / 2025,,,,,,,,,,,,,,14998,"37451332, Wietstock Süd UP",1482313.22691944,6846212.98182394,385042.0,5790644.0,385042.0,5790644.0,POINT (4547344.9641713025 3243434.75894065)
02.02.2026,"46478042, Hirschfeld",46478042,Beobachtungsrohr,NN,"100,15","83,19","82,19",931,870,785,"90,84","91,45","92,3",1970 / 2025,,,,,,,,,,,,,,10864,"46478042, Hirschfeld",1514016.27693411,6691500.63284835,402646.09,5694703.64,402646.09,5694703.64,POINT (4571486.732757245 3148884.8670627037)
02.02.2026,"36442210, Potsdam, W.-Staab-Str.7-9",36442210,Beobachtungsrohr,NHN92,"31,8",28,27,260,221,135,"29,2","29,59","30,45",1967 / 2025,,,,,,,,,,,,,,12439,"36442210, Potsdam, W.-Staab-Str.7-9",1453332.34477227,6872532.2710183,367705.0,5807159.0,367705.0,5807159.0,POINT (4528909.108567249 3258723.7869661674)
02.02.2026,"39549066, Ratzdorf",39549066,Beobachtungsrohr,NHN16,"32,8",,,268,128,44,"30,12","31,52","32,36",1968 / 2025,,,,,,,,,,,,,,8473,"39549066, Ratzdorf",1639846.08197144,6812346.14118364,481560.0,5768584.0,481560.0,5768584.0,POINT (4645162.726490487 3228042.3374239043)
02.02.2026,"30491505, Herzsprung OP",30491505,Beobachtungsrohr,NHN92,"45,2","37,35","35,35",159,77,26,"43,61","44,43","44,94",1968 / 2025,,,,,,,,,,,,,,10244,"30491505, Herzsprung OP",1556900.5007801,6976449.58489402,431887.0,5868812.0,431887.0,5868812.0,POINT (4588678.30705086 3324678.6871975483)
02.02.2026,"33442498, Alt Brieselang, Wiesenweg",33442498,Beobachtungsrohr,NHN92,"31,6","25,7","23,7",258,212,106,"29,02","29,48","30,54",1953 / 2025,,,,,,,,,,,,,,15497,"33442498, Alt Brieselang, Wiesenweg",1447088.4532248,6911379.63902792,364544.0,5830887.0,364544.0,5830887.0,POINT (4524115.9570286665 3282184.506548583)
02.02.2026,"38532836, EisenhÃ¼ttenstadt, Zentraler Platz",38532836,Beobachtungsrohr,NHN16,"44,7","31,85","30,35",755,700,624,"37,15","37,7","38,46",1981 / 2025,,,,,,,,,,,,,,8810,"38532836, Eisenhüttenstadt, Zentraler Platz",1628522.62735387,6826584.01189558,474632.0,5777352.0,474632.0,5777352.0,POINT (4637647.525856492 3236320.4447989226)
02.02.2026,"36405943, Woltersdorf, Str. nach Wusterwitz",36405943,Beobachtungsrohr,NHN92,"31,2",28,26,250,198,92,"28,7","29,22","30,28",1948 / 2025,,,,,,,,,,,,,,14986,"36405943, Woltersdorf, Str. nach Wusterwitz",1377319.14144188,6872404.22529197,321252.0,5808550.0,321252.0,5808550.0,POINT (4482470.352985176 3256913.1101707392)
02.02.2026,"27462311, KÃ¼strinchen",27462311,Beobachtungsrohr,NHN92,"73,2","61,3","59,3",959,907,824,"63,61","64,13","64,96",1973 / 2025,,,,,,,,,,,,,,15292,"27462311, Küstrinchen",1491637.46890578,7022697.10926827,393133.0,5897282.0,393133.0,5897282.0,POINT (4548031.384412682 3350415.9087344315)
02.02.2026,"33510961, Gottesgabe-Neufriedland, KSP Nr. 40",33510961,Beobachtungsrohr,NHN16,"8,7",,,304,258,177,"5,66","6,12","6,93",1955 / 2025,,,,,,,,,,,,,,9212,"33510961, Gottesgabe-Neufriedland, KSP Nr. 40",1580062.29263403,6916286.3880963,445454.0,5832289.0,445454.0,5832289.0,POINT (4604745.713443847 3289157.4047477013)
02.02.2026,"31502053, Oderberg",31502053,Beobachtungsrohr,NHN92,"3,6","-3,29","-4,29",256,231,140,"1,04","1,29","2,2",1972 / 2025,,,,,,,,,,,,,,8967,"31502053, Oderberg",1562218.29632887,6955558.7038454,434926.0,5856178.0,434926.0,5856178.0,POINT (4592586.99676962 3312277.7792500122)
02.02.2026,"30370021, RÃ¼hstÃ¤dt, Gut",30370021,Beobachtungsrohr,NHN16,"23,4","18,6","17,1",340,191,29,20,"21,49","23,11",1936 / 2025,,,,,,,,,,,,,,13357,"30370021, Rühstädt, Gut",1320807.86269534,6967653.6431393,289235.5,5867635.7,289235.5,5867635.7,POINT (4446442.529359496 3313644.2885744637)
02.02.2026,"33437090, Perwenitz, LuchstraÃe, OP",33437090,Beobachtungsrohr,NHN92,"32,35","22,4","20,4",242,169,54,"29,93","30,66","31,81",1974 / 2025,,,,,,,,,,,,,,14515,"33437090, Perwenitz, Luchstraße, OP",1444896.17910612,6914807.02424974,363269.0,5833003.0,363269.0,5833003.0,POINT (4522697.515027833 3284208.1299292194)
02.02.2026,"40536005, BÃ¤renklau",40536005,Beobachtungsrohr,NHN92,"63,8","55,7","53,7",688,429,235,"56,92","59,51","61,45",2001 / 2025,,,,,,,,,,,,,,10574,"40536005, Bärenklau",1620327.18235063,6789596.95642231,469455.39,5754650.93,469455.39,5754650.93,POINT (4634042.90624262 3213301.997032603)
02.02.2026,"30491533, SenftenhÃ¼tte, UP",30491533,Beobachtungsrohr,NHN16,"69,3","17,94","15,94",1929,1843,1764,"50,01","50,87","51,66",2002 / 2025,,,,,,,,,,,,,,8988,"30491533, Senftenhütte, UP",1543436.08670275,6970929.13138306,423711.0,5865610.0,423711.0,5865610.0,POINT (4580742.781950077 3320918.7920870893)
02.02.2026,"31449210, Beetz OP",31449210,Beobachtungsrohr,NHN16,"38,9","24,9","22,9",376,255,103,"35,14","36,35","37,87",1973 / 2025,,,,,,,,,,,,,,14088,"31449210, Beetz OP",1447145.03063412,6948758.60236721,365207.0,5853510.0,365207.0,5853510.0,POINT (4523210.55612331 3304805.36714516)
02.02.2026,"25470024, Ottenhagen UP",25470024,Beobachtungsrohr,NHN16,"100,5","47,8","45,8",2266,2165,2070,"77,84","78,85","79,8",2001 / 2025,,,,,,,,,,,,,,8726,"25470024, Ottenhagen UP",1518803.70529611,7060468.91285633,409856.0,5919494.0,409856.0,5919494.0,POINT (4563168.948372883 3373739.6927340003)
02.02.2026,"37431649, Beelitz-HeilstÃ¤tt.,1,5km Ã¶stl. Bhf",37431649,Beobachtungsrohr,NHN92,"51,2","28,4","26,9",1208,1105,985,"39,12","40,15","41,35",1972 / 2025,,,,,,,,,,,,,,14731,"37431649, Beelitz-Heilstätt.,1,5km östl. Bhf",1441486.23515188,6848047.21216169,360042.0,5792411.0,360042.0,5792411.0,POINT (4522280.898471881 3243479.2492542476)
02.02.2026,"31502091, Hohenwutzen, Friedhof",31502091,Beobachtungsrohr,NHN16,"9,4","0,36","-1,64",743,665,543,"1,97","2,75","3,97",1984 / 2025,,,,,,,,,,,,,,8970,"31502091, Hohenwutzen, Friedhof",1570968.79999957,6954316.35033672,440210.0,5855360.0,440210.0,5855360.0,POINT (4597915.901132053 3311825.439476047)
02.02.2026,"37511767, NeubrÃ¼ck MP",37511767,Beobachtungsrohr,NHN92,"42,34","-50,7","-56,7",273,230,134,"39,61","40,04",41,1982 / 2025,,,,,,,,,,,,,,11422,"37511767, Neubrück MP",1588778.05346624,6849893.51882286,450345.0,5791808.0,450345.0,5791808.0,POINT (4612420.229604812 3249084.2153106052)
02.02.2026,"32429805, Briesener Zootzen",32429805,Beobachtungsrohr,NHN92,"30,8","22,9","20,9",305,232,110,"27,75","28,48","29,7",1962 / 2025,,,,,,,,,,,,,,15428,"32429805, Briesener Zootzen",1410819.40867286,6938214.84758935,343012.0,5847801.0,343012.0,5847801.0,POINT (4501463.2233384345 3297576.1310660923)
02.02.2026,"33512293, Neuhardenberg, KSP Nr. 48",33512293,Beobachtungsrohr,NHN16,"11,3",,,376,321,213,"7,54","8,09","9,17",1986 / 2025,,,,,,,,,,,,,,8928,"33512293, Neuhardenberg, KSP Nr. 48",1582969.08207941,6909889.31772477,447179.0,5828389.0,447179.0,5828389.0,POINT (4606736.542456632 3285383.089098964)
