Zeitpunkt des Exports,Messstellenname,ID,Messstellenart,Hoehensystem,Gelaendehoehe (in Meter HS),Filteroberkante (in Meter HS),Filterunterkante (in Meter HS),NW - Niedrigster gemessener Wasserstand [cm u. GOK],MW - Mittlerer Wasserstand [cm u. GOK],HW - Hoechster gemessener Wasserstand [cm u. GOK],NW - Niedrigster gemessener Wasserstand [m ue. NHN],MW - Mittlerer Wasserstand [m ue. NHN],HW - Hoechster gemessener Wasserstand [m ue. NHN],Bezugszeitraum Hauptwerte,MW Januar [cm uGOK],MW Februar [cm uGOK],MW Maerz [cm uGOK],MW April [cm uGOK],MW Mai [cm uGOK],MW Juni [cm uGOK],MW Juli [cm uGOK],MW August [cm uGOK],MW September [cm uGOK],MW Oktober [cm uGOK],MW November [cm uGOK],MW Dezember [cm uGOK],Grundwasserleiterkomplex,loc_id,loc_name,east_3857,north_3857,east_25833,north_25833,x,y,geometry,index_right,WERT,SHAPE_AREA,SHAPE_LEN,z_terrain,h_measured,unsat_thickness_shp,dist_measured_cm,dist_measured_m,h_calculated,h_diff,is_topmost
02.02.2026,"40520981, Staakow",40520981,Beobachtungsrohr,NHN92,69.36,54.36,52.36,876.0,730.0,635.0,60.6,62.06,63.01,1978 / 2025,,,,,,,,,,,,,,14833,"40520981, Staakow",1604140.74087902,6797134.0400584,459498.0,5759362.00035071,459498.0,5759362.00035071,POINT (459498 5759362.00035071),15914.0,7.5,10338796.5561,251456.608673,69.36,62.06,7.5,730.0,7.3,61.86,0.20000000000000284,True
02.02.2026,"33512271, Kiehnwerder, KSP Nr. 50",33512271,Beobachtungsrohr,NHN92,6.3,,,195.0,140.0,17.0,4.35,4.9,6.13,1969 / 2025,,,,,,,,,,,,,,8492,"33512271, Kiehnwerder, KSP Nr. 50",1592440.47059071,6913127.81949414,452960.0,5830295.0,452960.0,5830295.0,POINT (452960 5830295),29916.0,2.0,27331493.9394,93782.0597301,6.3,4.9,2.0,140.0,1.4,4.3,0.6000000000000005,True
02.02.2026,"36532664, Frankfurt, SÃ¼dseite Marienkirche",36532664,Beobachtungsrohr,NHN16,26.7,,,367.0,337.0,293.0,23.03,23.33,23.77,1989 / 2025,,,,,,,,,,,,,,8832,"36532664, Frankfurt, Südseite Marienkirche",1620166.04896271,6862364.93708342,469630.0,5799271.0,469630.0,5799271.0,POINT (469630 5799271),15907.0,3.0,11557223.3537,202586.0444,26.7,23.33,3.0,337.0,3.37,23.7,0.370000000000001,True
02.02.2026,"42539000, GroÃ Jamno",42539000,Beobachtungsrohr,NHN16,85.1,66.64,64.64,591.0,492.0,379.0,79.19,80.18,81.31,1996 / 2025,,,,,,,,,,,,,,12350,"42539000, Groß Jamno",1621702.7960616,6748934.98794691,470156.0,5729539.0,470156.0,5729539.0,POINT (470156 5729539),7459.0,4.0,3446777.01919,109374.591536,85.1,80.18,4.0,492.0,4.92,81.1,0.9199999999999875,True
02.02.2026,"37532735, Wiesenau, alter Bahndamm",37532735,Beobachtungsrohr,NHN92,23.0,,,174.0,125.0,3.0,21.26,21.75,22.97,1973 / 2025,,,,,,,,,,,,,,8707,"37532735, Wiesenau, alter Bahndamm",1627758.8133706,6844929.65060062,474221.0,5788590.0,474221.0,5788590.0,POINT (474221 5788590),16037.0,2.0,4350525.51482,90870.7888051,23.0,21.75,2.0,125.0,1.25,21.0,0.75,True
02.02.2026,"26486011, Schapow, ARTESER",26486011,Arteser,NHN92,59.5,38.65,36.65,-10.0,-59.0,-135.0,59.61,60.09,60.86,1979 / 2025,,,,,,,,,,,,,,15488,"26486011, Schapow, ARTESER",1525950.17922769,7047735.3188701,413985.0,5911825.0,413985.0,5911825.0,POINT (413985 5911825),33248.0,1.0,47254.9972043,1848.92962234,59.5,60.09,1.0,-59.0,-0.59,58.5,1.5900000000000034,False
02.02.2026,"43520088, Laubsdorf",43520088,Brunnen,NN,88.35,,,250.0,163.0,-24.0,85.85,86.72,88.59,1953 / 2025,,,,,,,,,,,,,,10855,"43520088, Laubsdorf",1607647.8417037,6741677.4067572,461399.3,5725103.84,461399.3,5725103.84,POINT (461399.3 5725103.84),6511.0,2.0,20749476.6865,184581.186632,88.35,86.72,2.0,163.0,1.63,86.35,0.37000000000000455,True
02.02.2026,"36532690, Frankfurt, MÃ¼hlental, am Tunnel",36532690,Beobachtungsrohr,NHN92,32.4,,,335.0,194.0,114.0,29.05,30.46,31.26,1980 / 2025,,,,,,,,,,,,,,8836,"36532690, Frankfurt, Mühlental, am Tunnel",1619646.88716118,6857815.41253102,469295.0,5796495.0,469295.0,5796495.0,POINT (469295 5796495),14754.0,7.5,35738.3460833,1146.6427871,32.4,30.46,7.5,194.0,1.94,24.9,5.560000000000002,False
02.02.2026,"33512285, Kienwerder",33512285,Beobachtungsrohr,NHN92,6.7,3.91,2.91,269.0,222.0,135.0,4.01,4.48,5.35,1973 / 2025,,,,,,,,,,,,,,8921,"33512285, Kienwerder",1591712.87921986,6915579.02950111,452532.0,5831786.0,452532.0,5831786.0,POINT (452532 5831786),29915.0,2.0,45025592.6654,184659.371598,6.7,4.48,2.0,222.0,2.22,4.7,0.21999999999999975,True
02.02.2026,"31455202, Teschendorf, Kurve",31455202,Beobachtungsrohr,NHN92,38.8,32.8,30.8,212.0,144.0,75.0,36.68,37.36,38.05,1973 / 2025,,,,,,,,,,,,,,14624,"31455202, Teschendorf, Kurve",1468898.69068617,6953927.65332536,378454.0,5856282.0,378454.0,5856282.0,POINT (378454 5856282),28235.0,1.0,33930562.4112,228938.689613,38.8,37.36,1.0,144.0,1.44,37.8,0.4399999999999977,True
02.02.2026,"34522492, Seelow,Tankstelle",34522492,Beobachtungsrohr,NHN92,48.3,,,453.0,296.0,209.0,43.77,45.34,46.21,1982 / 2025,,,,,,,,,,,,,,10076,"34522492, Seelow,Tankstelle",1601843.76594674,6897485.25991261,458598.0,5820745.0,458598.0,5820745.0,POINT (458598 5820745),30681.0,40.0,4359504.18627,22020.6204633,48.3,45.34,40.0,296.0,2.96,8.299999999999997,37.040000000000006,False
02.02.2026,"36441821, Potsdam, Nesselgrund, EisenbahnbrÃ¼cke, MP",36441821,Beobachtungsrohr,NHN92,54.4,-16.9,-18.9,2249.0,2210.0,2166.0,31.91,32.3,32.74,2008 / 2025,,,,,,,,,,,,,,14793,"36441821, Potsdam, Nesselgrund, Eisenbahnbrücke, MP",1451875.06639664,6864511.04703389,366682.0,5802291.0,366682.0,5802291.0,POINT (366682 5802291),36169.0,30.0,4615952.47418,22007.0045593,54.4,32.3,30.0,2210.0,22.1,24.4,7.899999999999999,False
02.02.2026,"45503120, Hosena",45503120,Beobachtungsrohr,NHN92,115.9,,,297.0,130.0,19.0,112.93,114.6,115.71,1955 / 2025,,,,,,,,,,,,,,12049,"45503120, Hosena",1561328.59487025,6701403.7783103,432295.68,5700394.04,432295.68,5700394.04,POINT (432295.68 5700394.04),6572.0,1.0,353593.84805,7815.02503782,115.9,114.6,1.0,130.0,1.3,114.9,0.30000000000001137,True
02.02.2026,"43501596, Reddern",43501596,Beobachtungsrohr,NHN16,76.5,56.46,54.46,1180.0,609.0,432.0,64.7,70.41,72.18,2005 / 2025,,,,,,,,,,,,,,9867,"43501596, Reddern",1567370.1793336,6743244.80128854,436393.7,5726328.0,436393.7,5726328.0,POINT (436393.7 5726328),36500.0,5.0,13644401.0393,345040.324124,76.5,70.41,5.0,609.0,6.09,71.5,1.0900000000000034,True
02.02.2026,"34495032, Strausberg Treuenhof",34495032,Beobachtungsrohr,NHN92,77.17,56.17,54.17,1315.0,1198.0,1025.0,64.02,65.19,66.92,2001 / 2025,,,,,,,,,,,,,,11491,"34495032, Strausberg Treuenhof",1550475.84442294,6903849.14532447,427357.0,5824976.0,427357.0,5824976.0,POINT (427357 5824976),37240.0,15.0,23805136.8244,186639.648484,77.17,65.19,15.0,1198.0,11.98,62.17,3.019999999999996,False
02.02.2026,"34522459, Golzow, B 7, Giftschuppen",34522459,FeuerlÃ¶schbrunnen,NHN16,9.5,,,166.0,131.0,22.0,7.84,8.19,9.28,1990 / 2025,,,,,,,,,,,,,,9146,"34522459, Golzow, B 7, Giftschuppen",1613418.44090677,6905095.9406036,465683.0,5825314.0,465683.0,5825314.0,POINT (465683 5825314),29917.0,2.0,25423826.6271,148690.75618,9.5,8.19,2.0,131.0,1.31,7.5,0.6899999999999995,True
02.02.2026,"30448615, Glambeck",30448615,Beobachtungsrohr,NHN92,53.6,39.6,37.6,685.0,617.0,399.0,46.75,47.43,49.61,1975 / 2025,,,,,,,,,,,,,,14013,"30448615, Glambeck",1452867.40613644,6971742.17561283,369047.0,5867274.0,369047.0,5867274.0,POINT (369047 5867274),24213.0,5.0,650339.942257,3321.99025477,53.6,47.43,5.0,617.0,6.17,48.6,1.1700000000000017,True
02.02.2026,"42530374, Bohrau",42530374,FeuerlÃ¶schbrunnen,NHN16,68.3,,,360.0,233.0,126.0,64.7,65.97,67.04,1968 / 2025,,,,,,,,,,,,,,11931,"42530374, Bohrau",1624998.13214537,6761231.50482574,472243.0,5737133.0,472243.0,5737133.0,POINT (472243 5737133),6523.0,2.0,12149641.0517,145155.923823,68.3,65.97,2.0,233.0,2.33,66.3,0.3299999999999983,True
02.02.2026,"32471955, RÃ¼dnitz-UP",32471955,Beobachtungsrohr,NHN16,65.9,-49.89,-51.89,974.0,829.0,657.0,56.16,57.61,59.33,1981 / 2025,,,,,,,,,,,,,,9598,"32471955, Rüdnitz-UP",1516040.86742805,6930268.32921011,406700.0,5841350.0,406700.0,5841350.0,POINT (406700 5841350),27600.0,3.0,4056935.47159,121696.096548,65.9,57.61,3.0,829.0,8.29,62.900000000000006,5.290000000000006,False
02.02.2026,"34522495, Gusow-OP,HyGsow 14/79 OP",34522495,Beobachtungsrohr,NHN92,21.9,4.53,2.53,950.0,909.0,838.0,12.4,12.81,13.52,1994 / 2025,,,,,,,,,,,,,,10079,"34522495, Gusow-OP,HyGsow 14/79 OP",1597393.66323786,6902138.39578861,455912.0,5823596.0,455912.0,5823596.0,POINT (455912 5823596),31165.0,1.0,436010.657045,16132.2011981,21.9,12.81,1.0,909.0,9.09,20.9,8.089999999999998,False
02.02.2026,"39511751, Trebitz",39511751,Beobachtungsrohr,NHN92,57.05,47.05,45.05,256.0,216.0,177.0,54.49,54.89,55.28,2016 / 2025,,,,,,,,,,,,,,15917,"39511751, Trebitz",1595001.18844695,6806871.16752805,453914.99999999,5765399.00035249,453914.99999999,5765399.00035249,POINT (453914.99999999 5765399.00035249),15791.0,1.0,1675072.64173,38077.6110051,57.05,54.89,1.0,216.0,2.16,56.05,1.1599999999999966,True
02.02.2026,"31391801, Babe",31391801,Beobachtungsrohr,NHN16,27.5,19.0,17.5,260.0,197.0,92.0,24.9,25.53,26.58,1971 / 2025,,,,,,,,,,,,,,14350,"31391801, Babe",1370631.35080531,6949387.6709226,318907.0,5855400.0,318907.0,5855400.0,POINT (318907 5855400),22620.0,2.0,26432945.7035,197481.233525,27.5,25.53,2.0,197.0,1.97,25.5,0.030000000000001137,True
02.02.2026,"26486016, Fischershof",26486016,Beobachtungsrohr,NHN92,72.44,7.54,5.54,1575.0,1531.0,1439.0,56.69,57.13,58.05,1979 / 2025,,,,,,,,,,,,,,9815,"26486016, Fischershof",1528537.06772749,7050108.99703452,415557.0,5913213.0,415557.0,5913213.0,POINT (415557 5913213),33470.0,15.0,1522983.33441,19027.1361148,72.44,57.13,15.0,1531.0,15.31,57.44,0.30999999999999517,True
02.02.2026,"38413441, Weitzgrund, Sendeanlage MP1",38413441,Beobachtungsrohr,NHN92,109.2,54.2,52.2,3311.0,3243.0,3179.0,76.09,76.77,77.41,1997 / 2025,,,,,,,,,,,,,,13464,"38413441, Weitzgrund, Sendeanlage MP1",1398131.69213375,6835183.03200435,333203.0,5785364.0,333203.0,5785364.0,POINT (333203 5785364),1574.0,40.0,33709970.6325,229594.620936,109.2,76.77,40.0,3243.0,32.43,69.2,7.569999999999993,False
02.02.2026,"36532663, Frankfurt, Umformer, Kleine ScharrnstraÃe",36532663,Beobachtungsrohr,NHN16,27.6,,,402.0,379.0,347.0,23.58,23.81,24.13,1989 / 2025,,,,,,,,,,,,,,8831,"36532663, Frankfurt, Umformer, Kleine Scharrnstraße",1619918.12085494,6862556.70921767,469479.0,5799389.0,469479.0,5799389.0,POINT (469479 5799389),16295.0,4.0,18378452.1229,366430.351924,27.6,23.81,4.0,379.0,3.79,23.6,0.2099999999999973,True
02.02.2026,"34522461, Sachsendorf, KSP Nr. 71",34522461,Beobachtungsrohr,NHN92,12.0,,,330.0,269.0,164.0,8.7,9.31,10.36,1969 / 2025,,,,,,,,,,,,,,9091,"34522461, Sachsendorf, KSP Nr. 71",1612488.31740068,6893143.75468398,465065.0,5818055.0,465065.0,5818055.0,POINT (465065 5818055),30206.0,2.0,330283.346153,5016.60308001,12.0,9.31,2.0,269.0,2.69,10.0,0.6899999999999995,True
02.02.2026,"42530373, Naundorf",42530373,FeuerlÃ¶schbrunnen,NN,68.25,,,220.0,166.0,81.0,66.05,66.59,67.44,1967 / 2025,,,,,,,,,,,,,,11782,"42530373, Naundorf",1627177.80400695,6761511.58224855,473594.55,5737298.83,473594.55,5737298.83,POINT (473594.55 5737298.83),6420.0,1.0,5208665.99608,22859.5694928,68.25,66.59,1.0,166.0,1.66,67.25,0.6599999999999966,True
02.02.2026,"29453690, Ribbeck",29453690,Beobachtungsrohr,NHN92,50.9,33.9,31.9,386.0,313.0,200.0,47.04,47.77,48.9,1960 / 2025,,,,,,,,,,,,,,14982,"29453690, Ribbeck",1475566.97513223,6988896.33436978,383000.0,5877240.0,383000.0,5877240.0,POINT (383000 5877240),37262.0,3.0,8288624.32188,71531.5700851,50.9,47.77,3.0,313.0,3.13,47.9,0.12999999999999545,True
02.02.2026,"40451060, FrÃ¶hden, ca. 2 km sÃ¼dl.",40451060,Beobachtungsrohr,NHN92,90.6,28.1,24.1,1590.0,1511.0,1401.0,74.7,75.49,76.59,2005 / 2025,,,,,,,,,,,,,,14136,"40451060, Fröhden, ca. 2 km südl.",1467302.3039526,6792020.56710862,375005.0,5757613.0,375005.0,5757613.0,POINT (375005 5757613),11327.0,20.0,19904390.6705,101338.728191,90.6,75.49,20.0,1511.0,15.11,70.6,4.890000000000001,False
02.02.2026,"38480306, Halbe",38480306,Beobachtungsrohr,NHN16,45.24,39.24,37.24,339.0,258.0,132.0,41.85,42.66,43.92,1977 / 2025,,,,,,,,,,,,,,17095,"38480306, Halbe",1525614.63422176,6819602.53015786,411301.0,5773796.0,411301.0,5773796.0,POINT (411301 5773796),11274.0,1.0,7642493.25341,71306.9550899,45.24,42.66,1.0,258.0,2.58,44.24,1.5800000000000054,False
02.02.2026,"35490240, Hangelsberg, Trebuser Graben",35490240,Beobachtungsrohr,NHN92,38.5,31.5,29.5,300.0,267.0,209.0,35.5,35.83,36.41,2012 / 2025,,,,,,,,,,,,,,14903,"35490240, Hangelsberg, Trebuser Graben",1549691.38280936,6872887.07084689,426598.0,5806144.0,426598.0,5806144.0,POINT (426598 5806144),36477.0,4.0,17820231.605,229227.552616,38.5,35.83,4.0,267.0,2.67,34.5,1.3299999999999983,True
02.02.2026,"30370039, Karthan OP",30370039,Beobachtungsrohr,NHN16,29.0,15.4,13.4,235.0,169.0,62.0,26.65,27.31,28.38,1973 / 2025,,,,,,,,,,,,,,13274,"30370039, Karthan OP",1329158.24385226,6981858.19233576,294642.0,5875966.0,294642.0,5875966.0,POINT (294642 5875966),24605.0,3.0,42321688.2422,326246.000825,29.0,27.31,3.0,169.0,1.69,26.0,1.3099999999999987,True
02.02.2026,"42456013, JeÃnigk",42456013,Beobachtungsrohr,NHN92,87.14,71.0,69.0,794.0,748.0,633.0,79.2,79.66,80.81,2001 / 2025,,,,,,,,,,,,,,12769,"42456013, Jeßnigk",1477399.53141546,6752832.09692044,380663.6,5733275.8,380663.6,5733275.8,POINT (380663.6 5733275.8),5155.0,7.5,33961985.2651,330090.610078,87.14,79.66,7.5,748.0,7.48,79.64,0.01999999999999602,True
02.02.2026,"36442206, Potsdam, Am Alten Markt 8",36442206,Beobachtungsrohr,NHN92,33.4,28.2,27.2,426.0,385.0,293.0,29.14,29.55,30.47,1967 / 2025,,,,,,,,,,,,,,12438,"36442206, Potsdam, Am Alten Markt 8",1454024.80907041,6872093.23864778,368121.0,5806880.0,368121.0,5806880.0,POINT (368121 5806880),6132.0,5.0,32122.0384715,766.762555969,33.4,29.55,5.0,385.0,3.85,28.4,1.1500000000000021,True
02.02.2026,"37431651, Beelitz, B2, km 249,2 an der Tankstelle",37431651,Beobachtungsrohr,NHN92,45.65,34.7,32.7,743.0,650.0,523.0,38.22,39.15,40.42,1969 / 2025,,,,,,,,,,,,,,13430,"37431651, Beelitz, B2, km 249,2 an der Tankstelle",1445601.73709862,6845950.40223473,362529.0,5791058.0,362529.0,5791058.0,POINT (362529 5791058),37189.0,7.5,9903192.61467,142682.958349,45.65,39.15,7.5,650.0,6.5,38.15,1.0,True
02.02.2026,"34522457, Seelow, KlÃ¤ranlage",34522457,Beobachtungsrohr,NHN16,14.3,11.7,9.7,324.0,216.0,98.0,11.06,12.14,13.32,1997 / 2025,,,,,,,,,,,,,,9145,"34522457, Seelow, Kläranlage",1602449.22128363,6898877.47668188,458974.0,5821588.0,458974.0,5821588.0,POINT (458974 5821588),29918.0,2.0,23545504.5419,211010.588794,14.3,12.14,2.0,216.0,2.16,12.3,0.16000000000000014,True
02.02.2026,"37413733, GroÃ Briesen,nÃ¶rdl.Garzer B. OP",37413733,Beobachtungsrohr,NHN92,41.55,29.1,27.1,314.0,269.0,213.0,38.41,38.86,39.42,1979 / 2025,,,,,,,,,,,,,,13241,"37413733, Groß Briesen,nördl.Garzer B. OP",1394393.44154391,6847285.24688981,331161.0,5792847.0,331161.0,5792847.0,POINT (331161 5792847),1590.0,3.0,15836299.6378,167792.66023,41.55,38.86,3.0,269.0,2.69,38.55,0.3100000000000023,True
02.02.2026,"38431515, Wittbrietzen, Buchholzer Str.",38431515,Beobachtungsrohr,NHN92,43.6,38.1,36.1,227.0,166.0,74.0,41.33,41.94,42.86,1968 / 2025,,,,,,,,,,,,,,13624,"38431515, Wittbrietzen, Buchholzer Str.",1441887.80767634,6831499.28184062,360002.0,5782276.0,360002.0,5782276.0,POINT (360002 5782276),1455.0,3.0,818512.686681,7752.11360925,43.6,41.94,3.0,166.0,1.66,40.6,1.3399999999999963,True
02.02.2026,"36532655, Frankfurt, Berliner StraÃe 23a, AOK",36532655,Beobachtungsrohr,NHN16,23.3,19.8,17.8,397.0,299.0,110.0,19.33,20.31,22.2,1997 / 2025,,,,,,,,,,,,,,9194,"36532655, Frankfurt, Berliner Straße 23a, AOK",1619496.60107438,6864380.8965823,469228.0,5800504.0,469228.0,5800504.0,POINT (469228 5800504),14254.0,2.0,69234.4948906,3725.07202353,23.3,20.31,2.0,299.0,2.99,21.3,0.990000000000002,True
02.02.2026,"28510985, Frostenwalde",28510985,Beobachtungsrohr,NHN92,42.6,2.5,0.5,3740.0,3644.0,3536.0,5.2,6.16,7.24,1965 / 2025,,,,,,,,,,,,,,9834,"28510985, Frostenwalde",1590035.61817622,7010493.96757522,452083.0,5889018.0,452083.0,5889018.0,POINT (452083 5889018),35620.0,40.0,3526501.48444,26332.843248,42.6,6.16,40.0,3644.0,36.44,2.6000000000000014,3.5599999999999987,False
02.02.2026,"30491514, Herzsprung UP",30491514,Beobachtungsrohr,NHN92,47.6,17.68,15.68,382.0,312.0,258.0,43.78,44.48,45.02,1968 / 2025,,,,,,,,,,,,,,10250,"30491514, Herzsprung UP",1556572.04708885,6977407.00276864,431697.0,5869391.0,431697.0,5869391.0,POINT (431697 5869391),37217.0,3.0,2850710.67885,151063.023305,47.6,44.48,3.0,312.0,3.12,44.6,0.12000000000000455,True
02.02.2026,"39549077, Wellmitz, am Gleis",39549077,Beobachtungsrohr,NHN16,34.5,,,372.0,325.0,234.0,30.78,31.25,32.16,1969 / 2025,,,,,,,,,,,,,,9301,"39549077, Wellmitz, am Gleis",1633300.91655286,6814620.04448082,477536.0,5769997.0,477536.0,5769997.0,POINT (477536 5769997),15798.0,3.0,1561461.01407,82817.4692059,34.5,31.25,3.0,325.0,3.25,31.5,0.25,True
02.02.2026,"40476210, Liedekahle UP",40476210,Beobachtungsrohr,NHN92,78.5,45.0,43.0,510.0,465.0,426.0,73.4,73.85,74.24,2015 / 2025,,,,,,,,,,,,,,10960,"40476210, Liedekahle UP",1504756.33536445,6784164.38059994,398025.0,5752249.0,398025.0,5752249.0,POINT (398025 5752249),36304.0,7.5,16122760.9027,184046.207966,78.5,73.85,7.5,465.0,4.65,71.0,2.8499999999999943,False
02.02.2026,"34485057, Eggersdorf, Wald",34485057,Beobachtungsrohr,NHN92,59.43,26.43,24.43,619.0,529.0,414.0,53.24,54.14,55.29,2002 / 2025,,,,,,,,,,,,,,12064,"34485057, Eggersdorf, Wald",1537743.48981824,6898393.43789349,419551.0,5821783.0,419551.0,5821783.0,POINT (419551 5821783),27560.0,3.0,630599.058011,5933.83178843,59.43,54.14,3.0,529.0,5.29,56.43,2.289999999999999,False
02.02.2026,"29438509, Heinrichsdorf Nord",29438509,Beobachtungsrohr,NHN92,61.92,56.4,54.4,465.0,356.0,203.0,57.27,58.36,59.89,1960 / 2025,,,,,,,,,,,,,,15392,"29438509, Heinrichsdorf Nord",1442968.73152501,6992223.99132057,363422.0,5879757.0,363422.0,5879757.0,POINT (363422 5879757),37582.0,4.0,13318702.1121,446383.444328,61.92,58.36,4.0,356.0,3.56,57.92,0.4399999999999977,True
02.02.2026,"30429045, Alt Ruppin, Queste UP",30429045,Beobachtungsrohr,NHN92,48.7,-61.8,-64.8,647.0,581.0,435.0,42.23,42.89,44.35,1979 / 2025,,,,,,,,,,,,,,14011,"30429045, Alt Ruppin, Queste UP",1428009.13976709,6976711.5905989,354133.0,5870696.0,354133.0,5870696.0,POINT (354133 5870696),22396.0,7.5,15490917.3068,195392.575901,48.7,42.89,7.5,581.0,5.81,41.2,1.6899999999999977,False
02.02.2026,"40510148, Lamsfeld",40510148,Beobachtungsrohr,NHN92,52.39,36.39,34.39,458.0,427.0,377.0,47.81,48.12,48.62,2016 / 2025,,,,,,,,,,,,,,15504,"40510148, Lamsfeld",1583453.28360493,6797043.34756426,446735.0,5759426.0,446735.0,5759426.0,POINT (446735 5759426),36472.0,7.5,12569663.3642,226235.284721,52.39,48.12,7.5,427.0,4.27,44.89,3.229999999999997,False
02.02.2026,"28510982, Hohenfelde",28510982,Beobachtungsrohr,NHN92,6.5,-0.93,-1.93,288.0,224.0,133.0,3.62,4.26,5.17,1964 / 2025,,,,,,,,,,,,,,10379,"28510982, Hohenfelde",1591219.53379804,7015187.36823391,452822.0,5891823.0,452822.0,5891823.0,POINT (452822 5891823),36955.0,4.0,5789905.54517,117334.210142,6.5,4.26,4.0,224.0,2.24,2.5,1.7599999999999998,False
02.02.2026,"38413470, Kuhlowitz Nord OP",38413470,Beobachtungsrohr,NHN92,75.1,62.1,60.1,651.0,600.0,541.0,68.59,69.1,69.69,1997 / 2025,,,,,,,,,,,,,,13825,"38413470, Kuhlowitz Nord OP",1406505.42970157,6826394.57395005,338168.0,5779809.0,338168.0,5779809.0,POINT (338168 5779809),1805.0,7.5,22859377.7426,370059.959567,75.1,69.1,7.5,600.0,6.0,67.6,1.5,True
02.02.2026,"31502045, Hohensaatener Polder",31502045,Beobachtungsrohr,NHN92,2.9,-0.59,-1.59,186.0,116.0,48.0,1.04,1.74,2.42,1972 / 2025,,,,,,,,,,,,,,9618,"31502045, Hohensaatener Polder",1566753.24195317,6955658.30973705,437670.0,5856202.0,437670.0,5856202.0,POINT (437670 5856202),30101.0,1.0,5244770.89363,119868.423791,2.9,1.74,1.0,116.0,1.16,1.9,0.15999999999999992,True
02.02.2026,"32419812, Vietznitz, RingstraÃe 1",32419812,Beobachtungsrohr,NHN16,30.9,13.9,11.9,329.0,291.0,238.0,27.61,27.99,28.52,2022 / 2025,,,,,,,,,,,,,,17206,"32419812, Vietznitz, Ringstraße 1",1405658.10284729,6933115.33291038,339782.0,5844819.0,339782.0,5844819.0,POINT (339782 5844819),22535.0,2.0,41952590.8221,382345.370493,30.9,27.99,2.0,291.0,2.91,28.9,0.9100000000000001,True
02.02.2026,"37413734, GroÃ Briesen, nÃ¶rdl.Garzer B.UP",37413734,Beobachtungsrohr,NHN92,41.55,-52.1,-54.1,617.0,583.0,533.0,35.38,35.72,36.22,1979 / 2025,,,,,,,,,,,,,,13242,"37413734, Groß Briesen, nördl.Garzer B.UP",1394393.44154391,6847285.24688981,331161.0,5792847.0,331161.0,5792847.0,POINT (331161 5792847),1590.0,3.0,15836299.6378,167792.66023,41.55,35.72,3.0,583.0,5.83,38.55,2.8299999999999983,False
02.02.2026,"33447305, Neu-Vehlefanz",33447305,Beobachtungsrohr,NHN16,52.4,40.4,38.4,1167.0,1094.0,928.0,40.73,41.46,43.12,1974 / 2025,,,,,,,,,,,,,,14932,"33447305, Neu-Vehlefanz",1455073.14071692,6926412.30131269,369644.0,5839866.0,369644.0,5839866.0,POINT (369644 5839866),37746.0,15.0,32877861.058,95492.5382947,52.4,41.46,15.0,1094.0,10.94,37.4,4.060000000000002,False
02.02.2026,"29483281, Friedrichswalde, ca.2,5 km westl.",29483281,Beobachtungsrohr,NHN92,69.65,53.88,52.38,1270.0,1180.0,1051.0,56.95,57.85,59.14,1982 / 2025,,,,,,,,,,,,,,14640,"29483281, Friedrichswalde, ca.2,5 km westl.",1521482.41910091,6988309.7698785,410651.0,5876294.0,410651.0,5876294.0,POINT (410651 5876294),37252.0,15.0,11060383.3772,33025.2770076,69.65,57.85,15.0,1180.0,11.8,54.650000000000006,3.1999999999999957,False
02.02.2026,"36459823, Teltow, WiesenstraÃe, UP",36459823,Beobachtungsrohr,NHN92,40.9,-59.5,-61.5,581.0,502.0,361.0,35.09,35.88,37.29,1974 / 2025,,,,,,,,,,,,,,13435,"36459823, Teltow, Wiesenstraße, UP",1480239.17302758,6871524.79058314,384134.0,5806130.0,384134.0,5806130.0,POINT (384134 5806130),11122.0,5.0,2274783.26625,64115.5347997,40.9,35.88,5.0,502.0,5.02,35.9,0.01999999999999602,True
02.02.2026,"38539090, Diehlo",38539090,Beobachtungsrohr,NHN16,102.1,92.1,90.6,819.0,655.0,510.0,93.91,95.55,97.0,1968 / 2025,,,,,,,,,,,,,,8700,"38539090, Diehlo",1624073.94608895,6822705.2886699,471884.0,5774988.0,471884.0,5774988.0,POINT (471884 5774988),13356.0,7.5,213206.302316,9444.84085722,102.1,95.55,7.5,655.0,6.55,94.6,0.9500000000000028,True
02.02.2026,"45506000, Hohenbocka",45506000,Beobachtungsrohr,NHN92,121.65,109.5,107.5,820.0,638.0,461.0,113.45,115.27,117.04,2000 / 2025,,,,,,,,,,,,,,11959,"45506000, Hohenbocka",1558602.64504542,6698718.1851191,430571.35,5698744.72,430571.35,5698744.72,POINT (430571.35 5698744.72),36610.0,10.0,6862871.00764,98504.8283619,121.65,115.27,10.0,638.0,6.38,111.65,3.6199999999999903,False
02.02.2026,"33512278, Metzdorf",33512278,Beobachtungsrohr,NHN92,7.72,,,223.0,166.0,88.0,5.49,6.06,6.84,1971 / 2025,,,,,,,,,,,,,,9213,"33512278, Metzdorf",1577806.26547919,6920515.03929012,444112.0,5834868.0,444112.0,5834868.0,POINT (444112 5834868),29915.0,2.0,45025592.6654,184659.371598,7.72,6.06,2.0,166.0,1.66,5.72,0.33999999999999986,True
